date,SHIB_unscaled,SHIB_monthly,isPartial,scale,SHIB
2020-04-04,0,0.0,,0.0,0.0
2020-04-05,26,0.0,False,0.0,0.0
2020-04-06,66,0.0,,0.0,0.0
2020-04-07,45,0.0,,0.0,0.0
2020-04-08,45,0.0,,0.0,0.0
2020-04-09,23,0.0,,0.0,0.0
2020-04-10,23,0.0,,0.0,0.0
2020-04-11,52,0.0,,0.0,0.0
2020-04-12,0,0.0,False,0.0,0.0
2020-04-13,0,0.0,,0.0,0.0
2020-04-14,88,0.0,,0.0,0.0
2020-04-15,21,0.0,,0.0,0.0
2020-04-16,43,0.0,,0.0,0.0
2020-04-17,65,0.0,,0.0,0.0
2020-04-18,75,0.0,,0.0,0.0
2020-04-19,76,0.0,False,0.0,0.0
2020-04-20,43,0.0,,0.0,0.0
2020-04-21,22,0.0,,0.0,0.0
2020-04-22,0,0.0,,0.0,0.0
2020-04-23,0,0.0,,0.0,0.0
2020-04-24,0,0.0,,0.0,0.0
2020-04-25,25,0.0,,0.0,0.0
2020-04-26,100,0.0,False,0.0,0.0
2020-04-27,0,0.0,,0.0,0.0
2020-04-28,22,0.0,,0.0,0.0
2020-04-29,21,0.0,,0.0,0.0
2020-04-30,43,0.0,,0.0,0.0
2020-05-01,41,0.0,,0.0,0.0
2020-05-02,24,0.0,,0.0,0.0
2020-05-03,0,0.0,False,0.0,0.0
2020-05-04,40,0.0,,0.0,0.0
2020-05-05,19,0.0,,0.0,0.0
2020-05-06,20,0.0,,0.0,0.0
2020-05-07,0,0.0,,0.0,0.0
2020-05-08,100,0.0,,0.0,0.0
2020-05-09,23,0.0,,0.0,0.0
2020-05-10,0,0.0,False,0.0,0.0
2020-05-11,41,0.0,,0.0,0.0
2020-05-12,0,0.0,,0.0,0.0
2020-05-13,41,0.0,,0.0,0.0
2020-05-14,0,0.0,,0.0,0.0
2020-05-15,63,0.0,,0.0,0.0
2020-05-16,48,0.0,,0.0,0.0
2020-05-17,0,0.0,False,0.0,0.0
2020-05-18,41,0.0,,0.0,0.0
2020-05-19,41,0.0,,0.0,0.0
2020-05-20,21,0.0,,0.0,0.0
2020-05-21,42,0.0,,0.0,0.0
2020-05-22,0,0.0,,0.0,0.0
2020-05-23,0,0.0,,0.0,0.0
2020-05-24,25,0.0,False,0.0,0.0
2020-05-25,73,0.0,,0.0,0.0
2020-05-26,43,0.0,,0.0,0.0
2020-05-27,21,0.0,,0.0,0.0
2020-05-28,0,0.0,,0.0,0.0
2020-05-29,43,0.0,,0.0,0.0
2020-05-30,0,0.0,,0.0,0.0
2020-05-31,25,0.0,False,0.0,0.0
2020-06-01,30,0.0,,0.0,0.0
2020-06-02,0,0.0,,0.0,0.0
2020-06-03,0,0.0,,0.0,0.0
2020-06-04,56,0.0,,0.0,0.0
2020-06-05,29,0.0,,0.0,0.0
2020-06-06,100,0.0,,0.0,0.0
2020-06-07,0,0.0,False,0.0,0.0
2020-06-08,83,0.0,,0.0,0.0
2020-06-09,57,0.0,,0.0,0.0
2020-06-10,89,0.0,,0.0,0.0
2020-06-11,30,0.0,,0.0,0.0
2020-06-12,31,0.0,,0.0,0.0
2020-06-13,70,0.0,,0.0,0.0
2020-06-14,70,0.0,False,0.0,0.0
2020-06-15,61,0.0,,0.0,0.0
2020-06-16,0,0.0,,0.0,0.0
2020-06-17,31,0.0,,0.0,0.0
2020-06-18,31,0.0,,0.0,0.0
2020-06-19,63,0.0,,0.0,0.0
2020-06-20,35,0.0,,0.0,0.0
2020-06-21,36,0.0,False,0.0,0.0
2020-06-22,0,0.0,,0.0,0.0
2020-06-23,31,0.0,,0.0,0.0
2020-06-24,0,0.0,,0.0,0.0
2020-06-25,0,0.0,,0.0,0.0
2020-06-26,65,0.0,,0.0,0.0
2020-06-27,0,0.0,,0.0,0.0
2020-06-28,70,0.0,False,0.0,0.0
2020-06-29,31,0.0,,0.0,0.0
2020-06-30,32,0.0,,0.0,0.0
2020-07-01,32,0.0,,0.0,0.0
2020-07-02,0,0.0,,0.0,0.0
2020-07-03,34,0.0,,0.0,0.0
2020-07-04,39,0.0,,0.0,0.0
2020-07-05,39,0.0,False,0.0,0.0
2020-07-06,32,0.0,,0.0,0.0
2020-07-07,32,0.0,,0.0,0.0
2020-07-08,65,0.0,,0.0,0.0
2020-07-09,32,0.0,,0.0,0.0
2020-07-10,100,0.0,,0.0,0.0
2020-07-11,74,0.0,,0.0,0.0
2020-07-12,0,0.0,False,0.0,0.0
2020-07-13,64,0.0,,0.0,0.0
2020-07-14,0,0.0,,0.0,0.0
2020-07-15,0,0.0,,0.0,0.0
2020-07-16,33,0.0,,0.0,0.0
2020-07-17,0,0.0,,0.0,0.0
2020-07-18,0,0.0,,0.0,0.0
2020-07-19,38,0.0,False,0.0,0.0
2020-07-20,100,0.0,,0.0,0.0
2020-07-21,98,0.0,,0.0,0.0
2020-07-22,99,0.0,,0.0,0.0
2020-07-23,0,0.0,,0.0,0.0
2020-07-24,67,0.0,,0.0,0.0
2020-07-25,0,0.0,,0.0,0.0
2020-07-26,0,0.0,False,0.0,0.0
2020-07-27,0,0.0,,0.0,0.0
2020-07-28,0,0.0,,0.0,0.0
2020-07-29,33,0.0,,0.0,0.0
2020-07-30,0,0.0,,0.0,0.0
2020-07-31,34,0.0,,0.0,0.0
2020-08-01,41,0.0,,0.0,0.0
2020-08-02,0,0.0,False,0.0,0.0
2020-08-03,35,0.0,,0.0,0.0
2020-08-04,35,0.0,,0.0,0.0
2020-08-05,36,0.0,,0.0,0.0
2020-08-06,36,0.0,,0.0,0.0
2020-08-07,37,0.0,,0.0,0.0
2020-08-08,82,0.0,,0.0,0.0
2020-08-09,0,0.0,False,0.0,0.0
2020-08-10,35,0.0,,0.0,0.0
2020-08-11,35,0.0,,0.0,0.0
2020-08-12,35,0.0,,0.0,0.0
2020-08-13,70,0.0,,0.0,0.0
2020-08-14,72,0.0,,0.0,0.0
2020-08-15,0,0.0,,0.0,0.0
2020-08-16,40,0.0,False,0.0,0.0
2020-08-17,0,0.0,,0.0,0.0
2020-08-18,0,0.0,,0.0,0.0
2020-08-19,34,0.0,,0.0,0.0
2020-08-20,69,0.0,,0.0,0.0
2020-08-21,35,0.0,,0.0,0.0
2020-08-22,41,0.0,,0.0,0.0
2020-08-23,41,0.0,False,0.0,0.0
2020-08-24,0,0.0,,0.0,0.0
2020-08-25,67,0.0,,0.0,0.0
2020-08-26,100,0.0,,0.0,0.0
2020-08-27,0,0.0,,0.0,0.0
2020-08-28,34,0.0,,0.0,0.0
2020-08-29,0,0.0,,0.0,0.0
2020-08-30,0,0.0,False,0.0,0.0
2020-08-31,0,0.0,,0.0,0.0
2020-09-01,32,0.0,,0.0,0.0
2020-09-02,32,0.0,,0.0,0.0
2020-09-03,31,0.0,,0.0,0.0
2020-09-04,100,0.0,,0.0,0.0
2020-09-05,40,0.0,,0.0,0.0
2020-09-06,40,0.0,False,0.0,0.0
2020-09-07,0,0.0,,0.0,0.0
2020-09-08,95,0.0,,0.0,0.0
2020-09-09,64,0.0,,0.0,0.0
2020-09-10,31,0.0,,0.0,0.0
2020-09-11,0,0.0,,0.0,0.0
2020-09-12,0,0.0,,0.0,0.0
2020-09-13,76,0.0,False,0.0,0.0
2020-09-14,32,0.0,,0.0,0.0
2020-09-15,32,0.0,,0.0,0.0
2020-09-16,64,0.0,,0.0,0.0
2020-09-17,31,0.0,,0.0,0.0
2020-09-18,64,0.0,,0.0,0.0
2020-09-19,39,0.0,,0.0,0.0
2020-09-20,39,0.0,False,0.0,0.0
2020-09-21,63,0.0,,0.0,0.0
2020-09-22,62,0.0,,0.0,0.0
2020-09-23,0,0.0,,0.0,0.0
2020-09-24,31,0.0,,0.0,0.0
2020-09-25,0,0.0,,0.0,0.0
2020-09-26,83,0.0,,0.0,0.0
2020-09-27,81,0.0,False,0.0,0.0
2020-09-28,34,0.0,,0.0,0.0
2020-09-29,68,0.0,,0.0,0.0
2020-09-30,0,0.0,,0.0,0.0
2020-10-01,53,0.0,,0.0,0.0
2020-10-02,54,0.0,,0.0,0.0
2020-10-03,0,0.0,,0.0,0.0
2020-10-04,62,0.0,False,0.0,0.0
2020-10-05,0,0.0,,0.0,0.0
2020-10-06,26,0.0,,0.0,0.0
2020-10-07,0,0.0,,0.0,0.0
2020-10-08,26,0.0,,0.0,0.0
2020-10-09,61,0.0,,0.0,0.0
2020-10-10,0,0.0,,0.0,0.0
2020-10-11,66,0.0,False,0.0,0.0
2020-10-12,88,0.0,,0.0,0.0
2020-10-13,30,0.0,,0.0,0.0
2020-10-14,30,0.0,,0.0,0.0
2020-10-15,0,0.0,,0.0,0.0
2020-10-16,0,0.0,,0.0,0.0
2020-10-17,34,0.0,,0.0,0.0
2020-10-18,0,0.0,False,0.0,0.0
2020-10-19,0,0.0,,0.0,0.0
2020-10-20,0,0.0,,0.0,0.0
2020-10-21,0,0.0,,0.0,0.0
2020-10-22,0,0.0,,0.0,0.0
2020-10-23,31,0.0,,0.0,0.0
2020-10-24,68,0.0,,0.0,0.0
2020-10-25,100,0.0,False,0.0,0.0
2020-10-26,0,0.0,,0.0,0.0
2020-10-27,30,0.0,,0.0,0.0
2020-10-28,59,0.0,,0.0,0.0
2020-10-29,0,0.0,,0.0,0.0
2020-10-30,31,0.0,,0.0,0.0
2020-10-31,0,0.0,,0.0,0.0
2020-11-01,37,0.0,False,0.0,0.0
2020-11-02,0,0.0,,0.0,0.0
2020-11-03,31,0.0,,0.0,0.0
2020-11-04,20,0.0,,0.0,0.0
2020-11-05,23,0.0,,0.0,0.0
2020-11-06,51,0.0,,0.0,0.0
2020-11-07,60,0.0,,0.0,0.0
2020-11-08,0,0.0,False,0.0,0.0
2020-11-09,91,0.0,,0.0,0.0
2020-11-10,0,0.0,,0.0,0.0
2020-11-11,90,0.0,,0.0,0.0
2020-11-12,30,0.0,,0.0,0.0
2020-11-13,31,0.0,,0.0,0.0
2020-11-14,0,0.0,,0.0,0.0
2020-11-15,0,0.0,False,0.0,0.0
2020-11-16,31,0.0,,0.0,0.0
2020-11-17,0,0.0,,0.0,0.0
2020-11-18,0,0.0,,0.0,0.0
2020-11-19,0,0.0,,0.0,0.0
2020-11-20,32,0.0,,0.0,0.0
2020-11-21,70,0.0,,0.0,0.0
2020-11-22,0,0.0,False,0.0,0.0
2020-11-23,0,0.0,,0.0,0.0
2020-11-24,0,0.0,,0.0,0.0
2020-11-25,0,0.0,,0.0,0.0
2020-11-26,34,0.0,,0.0,0.0
2020-11-27,0,0.0,,0.0,0.0
2020-11-28,67,0.0,,0.0,0.0
2020-11-29,100,0.0,False,0.0,0.0
2020-11-30,29,0.0,,0.0,0.0
2020-12-01,0,0.0,,0.0,0.0
2020-12-02,20,0.0,,0.0,0.0
2020-12-03,40,0.0,,0.0,0.0
2020-12-04,0,0.0,,0.0,0.0
2020-12-05,22,0.0,,0.0,0.0
2020-12-06,22,0.0,False,0.0,0.0
2020-12-07,0,0.0,,0.0,0.0
2020-12-08,40,0.0,,0.0,0.0
2020-12-09,61,0.0,,0.0,0.0
2020-12-10,20,0.0,,0.0,0.0
2020-12-11,41,0.0,,0.0,0.0
2020-12-12,22,0.0,,0.0,0.0
2020-12-13,0,0.0,False,0.0,0.0
2020-12-14,100,0.0,,0.0,0.0
2020-12-15,20,0.0,,0.0,0.0
2020-12-16,41,0.0,,0.0,0.0
2020-12-17,0,0.0,,0.0,0.0
2020-12-18,0,0.0,,0.0,0.0
2020-12-19,0,0.0,,0.0,0.0
2020-12-20,23,0.0,False,0.0,0.0
2020-12-21,0,0.0,,0.0,0.0
2020-12-22,0,0.0,,0.0,0.0
2020-12-23,0,0.0,,0.0,0.0
2020-12-24,0,0.0,,0.0,0.0
2020-12-25,0,0.0,,0.0,0.0
2020-12-26,48,0.0,,0.0,0.0
2020-12-27,44,0.0,False,0.0,0.0
2020-12-28,21,0.0,,0.0,0.0
2020-12-29,42,0.0,,0.0,0.0
2020-12-30,0,0.0,,0.0,0.0
2020-12-31,42,0.0,,0.0,0.0
2021-01-01,31,0.0,,0.0,0.0
2021-01-02,0,0.0,,0.0,0.0
2021-01-03,0,0.0,False,0.0,0.0
2021-01-04,0,0.0,,0.0,0.0
2021-01-05,20,0.0,,0.0,0.0
2021-01-06,7,0.0,,0.0,0.0
2021-01-07,7,0.0,,0.0,0.0
2021-01-08,7,0.0,,0.0,0.0
2021-01-09,7,0.0,,0.0,0.0
2021-01-10,0,0.0,False,0.0,0.0
2021-01-11,7,0.0,,0.0,0.0
2021-01-12,7,0.0,,0.0,0.0
2021-01-13,0,0.0,,0.0,0.0
2021-01-14,0,0.0,,0.0,0.0
2021-01-15,14,0.0,,0.0,0.0
2021-01-16,0,0.0,,0.0,0.0
2021-01-17,7,0.0,False,0.0,0.0
2021-01-18,7,0.0,,0.0,0.0
2021-01-19,14,0.0,,0.0,0.0
2021-01-20,27,0.0,,0.0,0.0
2021-01-21,0,0.0,,0.0,0.0
2021-01-22,0,0.0,,0.0,0.0
2021-01-23,0,0.0,,0.0,0.0
2021-01-24,8,0.0,False,0.0,0.0
2021-01-25,27,0.0,,0.0,0.0
2021-01-26,0,0.0,,0.0,0.0
2021-01-27,7,0.0,,0.0,0.0
2021-01-28,7,0.0,,0.0,0.0
2021-01-29,7,0.0,,0.0,0.0
2021-01-30,39,0.0,,0.0,0.0
2021-01-31,100,1.0,False,0.01,1.0
2021-02-01,80,1.0,,0.01,0.8
2021-02-02,62,1.0,,0.01,0.62
2021-02-03,100,1.0,,0.01,1.0
2021-02-04,63,1.0,,0.01,0.63
2021-02-05,65,1.0,,0.01,0.65
2021-02-06,20,1.0,,0.01,0.2
2021-02-07,20,0.0,False,0.0,0.0
2021-02-08,44,0.0,,0.0,0.0
2021-02-09,37,0.0,,0.0,0.0
2021-02-10,9,0.0,,0.0,0.0
2021-02-11,18,0.0,,0.0,0.0
2021-02-12,18,0.0,,0.0,0.0
2021-02-13,10,0.0,,0.0,0.0
2021-02-14,10,0.0,False,0.0,0.0
2021-02-15,10,0.0,,0.0,0.0
2021-02-16,37,0.0,,0.0,0.0
2021-02-17,9,0.0,,0.0,0.0
2021-02-18,37,0.0,,0.0,0.0
2021-02-19,9,0.0,,0.0,0.0
2021-02-20,10,0.0,,0.0,0.0
2021-02-21,31,0.0,False,0.0,0.0
2021-02-22,0,0.0,,0.0,0.0
2021-02-23,18,0.0,,0.0,0.0
2021-02-24,18,0.0,,0.0,0.0
2021-02-25,0,0.0,,0.0,0.0
2021-02-26,37,0.0,,0.0,0.0
2021-02-27,10,0.0,,0.0,0.0
2021-02-28,61,0.0,False,0.0,0.0
2021-03-01,10,0.0,,0.0,0.0
2021-03-02,7,0.0,,0.0,0.0
2021-03-03,3,0.0,,0.0,0.0
2021-03-04,10,0.0,,0.0,0.0
2021-03-05,0,0.0,,0.0,0.0
2021-03-06,7,0.0,,0.0,0.0
2021-03-07,4,0.0,False,0.0,0.0
2021-03-08,3,0.0,,0.0,0.0
2021-03-09,3,0.0,,0.0,0.0
2021-03-10,3,0.0,,0.0,0.0
2021-03-11,7,0.0,,0.0,0.0
2021-03-12,10,0.0,,0.0,0.0
2021-03-13,7,0.0,,0.0,0.0
2021-03-14,77,1.0,False,0.01,0.77
2021-03-15,100,1.0,,0.01,1.0
2021-03-16,33,1.0,,0.01,0.33
2021-03-17,22,1.0,,0.01,0.22
2021-03-18,22,1.0,,0.01,0.22
2021-03-19,7,1.0,,0.01,0.07
2021-03-20,25,1.0,,0.01,0.25
2021-03-21,22,0.0,False,0.0,0.0
2021-03-22,0,0.0,,0.0,0.0
2021-03-23,3,0.0,,0.0,0.0
2021-03-24,10,0.0,,0.0,0.0
2021-03-25,7,0.0,,0.0,0.0
2021-03-26,10,0.0,,0.0,0.0
2021-03-27,19,0.0,,0.0,0.0
2021-03-28,15,0.0,False,0.0,0.0
2021-03-29,20,0.0,,0.0,0.0
2021-03-30,10,0.0,,0.0,0.0
2021-03-31,10,0.0,,0.0,0.0
2021-04-01,1,0.0,,0.0,0.0
2021-04-02,2,0.0,,0.0,0.0
2021-04-03,3,0.0,,0.0,0.0
2021-04-04,4,0.0,False,0.0,0.0
2021-04-05,4,0.0,,0.0,0.0
2021-04-06,5,0.0,,0.0,0.0
2021-04-07,2,0.0,,0.0,0.0
2021-04-08,2,0.0,,0.0,0.0
2021-04-09,2,0.0,,0.0,0.0
2021-04-10,1,0.0,,0.0,0.0
2021-04-11,4,2.0,False,0.02,0.08
2021-04-12,8,2.0,,0.02,0.16
2021-04-13,4,2.0,,0.02,0.08
2021-04-14,9,2.0,,0.02,0.18
2021-04-15,11,2.0,,0.02,0.22
2021-04-16,45,2.0,,0.02,0.9
2021-04-17,91,2.0,,0.02,1.82
2021-04-18,66,5.0,False,0.05,3.3000000000000003
2021-04-19,100,5.0,,0.05,5.0
2021-04-20,85,5.0,,0.05,4.25
2021-04-21,56,5.0,,0.05,2.8000000000000003
2021-04-22,32,5.0,,0.05,1.6
2021-04-23,21,5.0,,0.05,1.05
2021-04-24,24,5.0,,0.05,1.2000000000000002
2021-04-25,18,2.0,False,0.02,0.36
2021-04-26,19,2.0,,0.02,0.38
2021-04-27,9,2.0,,0.02,0.18
2021-04-28,17,2.0,,0.02,0.34
2021-04-29,19,2.0,,0.02,0.38
2021-04-30,29,2.0,,0.02,0.58
2021-05-01,2,2.0,,0.02,0.04
2021-05-02,1,8.0,False,0.08,0.08
2021-05-03,2,8.0,,0.08,0.16
2021-05-04,3,8.0,,0.08,0.24
2021-05-05,4,8.0,,0.08,0.32
2021-05-06,4,8.0,,0.08,0.32
2021-05-07,5,8.0,,0.08,0.4
2021-05-08,40,8.0,,0.08,3.2
2021-05-09,57,63.0,False,0.63,35.910000000000004
2021-05-10,81,63.0,,0.63,51.03
2021-05-11,100,63.0,,0.63,63.0
2021-05-12,71,63.0,,0.63,44.73
2021-05-13,40,63.0,,0.63,25.2
2021-05-14,35,63.0,,0.63,22.05
2021-05-15,31,63.0,,0.63,19.53
2021-05-16,24,19.0,False,0.19,4.5600000000000005
2021-05-17,31,19.0,,0.19,5.89
2021-05-18,22,19.0,,0.19,4.18
2021-05-19,17,19.0,,0.19,3.23
2021-05-20,16,19.0,,0.19,3.04
2021-05-21,13,19.0,,0.19,2.47
2021-05-22,11,19.0,,0.19,2.09
2021-05-23,11,9.0,False,0.09,0.99
2021-05-24,11,9.0,,0.09,0.99
2021-05-25,11,9.0,,0.09,0.99
2021-05-26,9,9.0,,0.09,0.8099999999999999
2021-05-27,9,9.0,,0.09,0.8099999999999999
2021-05-28,6,9.0,,0.09,0.54
2021-05-29,9,9.0,,0.09,0.8099999999999999
2021-05-30,7,8.0,False,0.08,0.56
2021-05-31,8,8.0,,0.08,0.64
2021-06-01,54,8.0,,0.08,4.32
2021-06-02,71,8.0,,0.08,5.68
2021-06-03,69,8.0,,0.08,5.5200000000000005
2021-06-04,44,8.0,,0.08,3.52
2021-06-05,47,8.0,,0.08,3.7600000000000002
2021-06-06,38,5.0,False,0.05,1.9000000000000001
2021-06-07,36,5.0,,0.05,1.8
2021-06-08,39,5.0,,0.05,1.9500000000000002
2021-06-09,33,5.0,,0.05,1.6500000000000001
2021-06-10,38,5.0,,0.05,1.9000000000000001
2021-06-11,34,5.0,,0.05,1.7000000000000002
2021-06-12,30,5.0,,0.05,1.5
2021-06-13,28,10.0,False,0.1,2.8000000000000003
2021-06-14,35,10.0,,0.1,3.5
2021-06-15,81,10.0,,0.1,8.1
2021-06-16,100,10.0,,0.1,10.0
2021-06-17,73,10.0,,0.1,7.300000000000001
2021-06-18,64,10.0,,0.1,6.4
2021-06-19,51,10.0,,0.1,5.1000000000000005
2021-06-20,45,6.0,False,0.06,2.6999999999999997
2021-06-21,43,6.0,,0.06,2.58
2021-06-22,36,6.0,,0.06,2.16
2021-06-23,38,6.0,,0.06,2.28
2021-06-24,26,6.0,,0.06,1.56
2021-06-25,40,6.0,,0.06,2.4
2021-06-26,45,6.0,,0.06,2.6999999999999997
2021-06-27,41,6.0,False,0.06,2.46
2021-06-28,51,6.0,,0.06,3.06
2021-06-29,61,6.0,,0.06,3.6599999999999997
2021-06-30,34,6.0,,0.06,2.04
2021-07-01,43,6.0,,0.06,2.58
2021-07-02,63,6.0,,0.06,3.78
2021-07-03,63,6.0,,0.06,3.78
2021-07-04,62,5.0,False,0.05,3.1
2021-07-05,64,5.0,,0.05,3.2
2021-07-06,100,5.0,,0.05,5.0
2021-07-07,84,5.0,,0.05,4.2
2021-07-08,75,5.0,,0.05,3.75
2021-07-09,45,5.0,,0.05,2.25
2021-07-10,58,5.0,,0.05,2.9000000000000004
2021-07-11,64,3.0,False,0.03,1.92
2021-07-12,49,3.0,,0.03,1.47
2021-07-13,47,3.0,,0.03,1.41
2021-07-14,45,3.0,,0.03,1.3499999999999999
2021-07-15,30,3.0,,0.03,0.8999999999999999
2021-07-16,37,3.0,,0.03,1.1099999999999999
2021-07-17,31,3.0,,0.03,0.9299999999999999
2021-07-18,47,3.0,False,0.03,1.41
2021-07-19,34,3.0,,0.03,1.02
2021-07-20,38,3.0,,0.03,1.14
2021-07-21,44,3.0,,0.03,1.3199999999999998
2021-07-22,34,3.0,,0.03,1.02
2021-07-23,21,3.0,,0.03,0.63
2021-07-24,22,3.0,,0.03,0.6599999999999999
2021-07-25,36,3.0,False,0.03,1.08
2021-07-26,43,3.0,,0.03,1.29
2021-07-27,35,3.0,,0.03,1.05
2021-07-28,25,3.0,,0.03,0.75
2021-07-29,32,3.0,,0.03,0.96
2021-07-30,21,3.0,,0.03,0.63
2021-07-31,32,3.0,,0.03,0.96
2021-08-01,33,3.0,False,0.03,0.99
2021-08-02,23,3.0,,0.03,0.69
2021-08-03,22,3.0,,0.03,0.6599999999999999
2021-08-04,27,3.0,,0.03,0.8099999999999999
2021-08-05,31,3.0,,0.03,0.9299999999999999
2021-08-06,29,3.0,,0.03,0.87
2021-08-07,60,3.0,,0.03,1.7999999999999998
2021-08-08,70,5.0,False,0.05,3.5
2021-08-09,69,5.0,,0.05,3.45
2021-08-10,59,5.0,,0.05,2.95
2021-08-11,45,5.0,,0.05,2.25
2021-08-12,55,5.0,,0.05,2.75
2021-08-13,38,5.0,,0.05,1.9000000000000001
2021-08-14,55,5.0,,0.05,2.75
2021-08-15,51,4.0,False,0.04,2.04
2021-08-16,100,4.0,,0.04,4.0
2021-08-17,54,4.0,,0.04,2.16
2021-08-18,33,4.0,,0.04,1.32
2021-08-19,38,4.0,,0.04,1.52
2021-08-20,52,4.0,,0.04,2.08
2021-08-21,45,4.0,,0.04,1.8
2021-08-22,32,3.0,False,0.03,0.96
2021-08-23,40,3.0,,0.03,1.2
2021-08-24,37,3.0,,0.03,1.1099999999999999
2021-08-25,27,3.0,,0.03,0.8099999999999999
2021-08-26,44,3.0,,0.03,1.3199999999999998
2021-08-27,31,3.0,,0.03,0.9299999999999999
2021-08-28,26,3.0,,0.03,0.78
2021-08-29,20,3.0,False,0.03,0.6
2021-08-30,24,3.0,,0.03,0.72
2021-08-31,30,3.0,,0.03,0.8999999999999999
2021-09-01,12,3.0,,0.03,0.36
2021-09-02,13,3.0,,0.03,0.39
2021-09-03,19,3.0,,0.03,0.57
2021-09-04,19,3.0,,0.03,0.57
2021-09-05,19,6.0,False,0.06,1.14
2021-09-06,18,6.0,,0.06,1.08
2021-09-07,20,6.0,,0.06,1.2
2021-09-08,23,6.0,,0.06,1.38
2021-09-09,54,6.0,,0.06,3.2399999999999998
2021-09-10,48,6.0,,0.06,2.88
2021-09-11,28,6.0,,0.06,1.68
2021-09-12,17,9.0,False,0.09,1.53
2021-09-13,17,9.0,,0.09,1.53
